k,type,score,label
2,Kmeans,0.002024,1
2,Kmeans,0.43285,0
2,Kmeans,0.518325,0
2,Kmeans,0.477635,0
2,Kmeans,-0.167718,1
2,Kmeans,0.245678,0
2,Kmeans,0.137257,0
2,Kmeans,0.504781,0
2,Kmeans,0.102264,1
2,Kmeans,0.471234,0
2,Kmeans,-0.033644,1
2,Kmeans,0.522248,0
2,Kmeans,0.559843,0
2,Kmeans,0.530861,0
2,Kmeans,0.093348,0
2,Kmeans,0.059728,1
2,Kmeans,0.017562,1
2,Kmeans,0.251509,0
2,Kmeans,0.156202,1
2,Kmeans,0.419656,0
2,Kmeans,0.040712,1
2,Kmeans,0.555223,0
2,Kmeans,0.105515,1
2,Kmeans,0.379511,0
2,Kmeans,0.532255,0
2,Kmeans,0.555139,0
2,Kmeans,0.559745,0
2,Kmeans,0.017982,1
2,Kmeans,0.124448,1
2,Kmeans,0.466454,0
2,Kmeans,-0.109673,1
2,Kmeans,0.331749,1
2,Kmeans,0.426515,0
2,Kmeans,0.428141,0
2,Kmeans,0.568182,0
2,Kmeans,0.456897,0
2,Kmeans,0.213769,1
2,Kmeans,0.328196,1
2,Kmeans,0.331508,0
2,Kmeans,-0.079755,1
2,Kmeans,0.31195,1
2,Kmeans,0.452932,0
2,Kmeans,0.1963,0
2,Kmeans,0.427751,0
2,Kmeans,0.150097,1
2,Kmeans,0.570335,0
2,Kmeans,0.293826,1
2,Kmeans,0.225152,0
2,Kmeans,0.460912,0
2,Kmeans,0.14374,1
2,Kmeans,-0.021852,1
2,Kmeans,0.252466,1
2,Kmeans,0.115553,1
2,Kmeans,0.282916,0
2,Kmeans,0.159024,1
2,Kmeans,0.231479,0
2,Kmeans,0.150102,1
2,Kmeans,0.493409,0
2,Kmeans,0.363364,1
2,Kmeans,0.352052,1
2,Kmeans,0.282392,0
2,Kmeans,0.204965,0
2,Kmeans,0.204533,1
2,Kmeans,0.567814,0
2,Kmeans,0.471786,0
2,Kmeans,0.369379,0
2,Kmeans,0.460481,0
2,Kmeans,0.542238,0
2,Kmeans,0.318402,1
2,Kmeans,0.278766,1
2,Kmeans,0.273367,1
2,Kmeans,0.08274,1
2,Kmeans,0.54699,0
2,Kmeans,-0.158834,1
2,Kmeans,0.248862,1
2,Kmeans,0.493194,0
2,Kmeans,0.007531,1
2,Kmeans,0.57258,0
2,Kmeans,0.234658,1
2,Kmeans,0.549971,0
2,Kmeans,0.277308,1
2,Kmeans,0.153375,1
2,Kmeans,0.07342,1
2,Kmeans,0.215903,0
2,Kmeans,0.482244,0
2,Kmeans,0.019015,1
2,Kmeans,0.367935,0
2,Kmeans,-0.075529,1
2,Kmeans,0.586814,0
2,Kmeans,0.327392,1
2,Kmeans,0.242491,1
2,Kmeans,0.262992,0
2,Kmeans,0.054429,1
2,Kmeans,-0.126658,1
2,Kmeans,0.51199,0
2,Kmeans,0.403042,0
2,Kmeans,0.544243,0
2,Kmeans,0.244506,0
2,Kmeans,0.579333,0
2,Kmeans,-0.011777,1
2,Kmeans,0.305248,1
2,Kmeans,0.54101,0
2,Kmeans,0.233788,1
2,Kmeans,0.42462,0
2,Kmeans,0.346383,1
2,Kmeans,0.540764,0
2,Kmeans,0.292464,0
2,Kmeans,0.233983,1
2,Kmeans,0.552181,0
2,Kmeans,0.259039,1
2,Kmeans,0.203393,0
2,Kmeans,0.36329,1
2,Kmeans,0.017562,1
2,Kmeans,-0.090388,1
2,Kmeans,0.565899,0
2,Kmeans,0.163329,1
2,Kmeans,0.382878,0
2,Kmeans,0.317213,1
2,Kmeans,0.400791,0
2,Kmeans,0.549515,0
2,Kmeans,0.456859,0
2,Kmeans,0.13763,1
2,Kmeans,0.321329,1
2,Kmeans,0.39484,0
2,Kmeans,0.115553,1
2,Kmeans,0.340346,0
2,Kmeans,0.295084,1
2,Kmeans,0.191506,1
2,Kmeans,0.384608,0
2,Kmeans,0.553274,0
2,Kmeans,0.314597,1
2,Kmeans,0.471264,0
2,Kmeans,0.120695,0
2,Kmeans,0.24603,0
2,Kmeans,0.143956,1
2,Kmeans,0.274297,1
2,Kmeans,0.014928,1
2,Kmeans,-0.00627,1
2,Kmeans,0.381745,0
2,Kmeans,0.567368,0
2,Kmeans,0.585148,0
2,Kmeans,0.206104,0
2,Kmeans,0.373087,0
2,Kmeans,0.287648,0
2,Kmeans,0.566389,0
2,Kmeans,0.315441,0
2,Kmeans,0.037457,1
2,Kmeans,0.274965,1
2,Kmeans,0.583734,0
2,Kmeans,0.302159,1
2,Kmeans,0.146913,1
2,Kmeans,0.311422,1
2,Kmeans,0.317998,1
2,Kmeans,0.275394,1
2,Kmeans,0.303484,1
2,Kmeans,0.106924,1
2,Kmeans,-0.162276,1
2,Kmeans,0.000164,1
2,Kmeans,0.3024,0
2,Kmeans,0.132292,1
2,Kmeans,0.201292,1
2,Kmeans,0.290817,0
2,Kmeans,0.373189,0
2,Kmeans,0.239526,1
2,Kmeans,0.409874,0
2,Kmeans,-0.007922,1
2,Kmeans,0.29917,1
2,Kmeans,-0.039314,1
2,Kmeans,0.006721,1
2,Kmeans,0.423699,0
2,Kmeans,0.107495,1
2,Kmeans,0.229685,0
2,Kmeans,0.442527,0
2,Kmeans,0.264368,0
2,Kmeans,-0.16705,1
2,Kmeans,-0.207482,1
2,Kmeans,0.56249,0
2,Kmeans,0.266711,0
2,Kmeans,0.557487,0
2,Kmeans,0.046673,1
2,Kmeans,0.273172,1
2,Kmeans,0.184089,1
2,Kmeans,0.174291,1
2,Kmeans,0.122838,0
2,Kmeans,0.031725,1
2,Kmeans,0.262402,0
2,Kmeans,-0.093314,1
2,Kmeans,0.234378,1
2,Kmeans,0.17377,1
2,Kmeans,0.313067,0
2,Kmeans,0.246937,1
2,Kmeans,0.562076,0
2,Kmeans,0.038669,1
2,Kmeans,0.448959,0
2,Kmeans,0.272006,1
2,Kmeans,0.147553,1
2,Kmeans,0.36719,1
2,Kmeans,0.174602,1
2,Kmeans,0.549162,0
2,Kmeans,0.024446,1
2,Kmeans,0.509055,0
2,Kmeans,0.526502,0
2,Kmeans,0.54816,0
2,Kmeans,0.501747,0
2,Kmeans,0.127783,0
2,Kmeans,0.131619,0
2,Kmeans,0.460481,0
2,Kmeans,0.501717,0
2,Kmeans,0.501968,0
2,Kmeans,0.313067,0
2,Kmeans,0.344027,1
2,Kmeans,0.39543,0
2,Kmeans,0.561735,0
2,Kmeans,0.023674,1
2,Kmeans,0.289702,1
2,Kmeans,0.531093,0
2,Kmeans,0.224738,0
2,Kmeans,0.217778,1
2,Kmeans,0.114482,1
2,Kmeans,-0.077562,1
2,Kmeans,0.52364,0
2,Kmeans,0.302026,0
2,Kmeans,-0.158834,1
2,Kmeans,0.579958,0
2,Kmeans,0.484527,0
2,Kmeans,0.134868,1
2,Kmeans,0.306141,0
2,Kmeans,0.331433,1
2,Kmeans,-0.019548,1
2,Kmeans,0.140449,1
2,Kmeans,0.213971,1
2,Kmeans,0.269622,1
2,Kmeans,0.154446,1
2,Kmeans,0.200935,1
2,Kmeans,0.490005,0
2,Kmeans,0.54894,0
2,Kmeans,0.349663,1
2,Kmeans,0.315363,0
2,Kmeans,0.406278,0
2,Kmeans,0.559158,0
2,Kmeans,0.234848,1
2,Kmeans,0.448932,0
2,Kmeans,0.185954,0
2,Kmeans,0.583005,0
2,Kmeans,0.162472,0
2,Kmeans,0.260015,1
2,Kmeans,0.288269,0
2,Kmeans,-0.074942,1
2,Kmeans,0.350611,0
2,Kmeans,0.127998,1
2,Kmeans,0.320417,0
2,Kmeans,0.388643,0
2,Kmeans,0.517556,0
2,Kmeans,-0.145074,1
2,Kmeans,0.275796,1
2,Kmeans,0.201102,0
2,Kmeans,0.575737,0
2,Kmeans,0.516009,0
2,Kmeans,0.0852,1
2,Kmeans,0.449866,0
2,Kmeans,0.176513,1
2,Kmeans,0.299041,1
2,Kmeans,0.569529,0
2,Kmeans,0.120657,1
2,Kmeans,0.355372,0
2,Kmeans,0.179422,1
2,Kmeans,0.477826,0
2,Kmeans,-0.063194,1
2,Kmeans,0.53875,0
2,Kmeans,0.17733,0
2,Kmeans,0.558293,0
2,Kmeans,0.469228,0
2,Kmeans,0.411072,0
2,Kmeans,0.357015,1
2,Kmeans,0.10547,1
2,Kmeans,0.410856,0
2,Kmeans,0.281287,0
2,Kmeans,0.571271,0
2,Kmeans,-0.185299,1
2,Kmeans,-0.021469,1
2,Kmeans,0.2726,0
2,Kmeans,0.054429,1
2,Kmeans,-0.027946,1
2,Kmeans,-0.06281,1
2,Kmeans,0.469871,0
2,Kmeans,0.246318,0
2,Kmeans,0.216541,1
2,Kmeans,0.206565,0
2,Kmeans,0.186651,1
2,Kmeans,0.231697,1
2,Kmeans,0.179422,1
2,Kmeans,0.385537,0
2,Kmeans,0.422548,0
2,Kmeans,0.205135,0
2,Kmeans,0.035692,0
2,Kmeans,0.422548,0
2,Kmeans,0.092997,1
2,Kmeans,0.069592,1
2,Kmeans,0.518032,0
2,Kmeans,0.073858,1
2,Kmeans,0.289694,1
2,Kmeans,0.461678,0
2,Kmeans,0.378546,0
2,Kmeans,0.176513,1
2,Kmeans,0.347808,0
2,Kmeans,0.277266,1
2,Kmeans,0.351406,0
2,Kmeans,0.332306,0
2,Kmeans,0.128705,1
2,Kmeans,0.234337,0
2,Kmeans,0.492647,0
2,Kmeans,0.496272,0
2,Kmeans,0.326594,0
2,Kmeans,0.1734,1
2,Kmeans,0.101278,1
2,Kmeans,0.017384,1
2,Kmeans,0.363364,1
2,Kmeans,0.460328,0
2,Kmeans,0.494868,0
2,Kmeans,0.510964,0
2,Kmeans,0.534738,0
2,Kmeans,0.525918,0
2,Kmeans,0.507658,0
2,Kmeans,0.444187,0
2,Kmeans,0.142226,1
2,Kmeans,0.141799,1
2,Kmeans,0.562702,0
2,Kmeans,0.170297,1
2,Kmeans,0.385001,0
2,Kmeans,0.011802,1
2,Kmeans,0.229081,1
2,Kmeans,0.245731,1
2,Kmeans,0.452563,0
2,Kmeans,0.11586,1
2,Kmeans,0.498507,0
2,Kmeans,0.540273,0
2,Kmeans,0.562166,0
2,Kmeans,0.381745,0
2,Kmeans,0.329103,1
2,Kmeans,0.22692,0
2,Kmeans,-0.08816,1
2,Kmeans,0.215664,1
2,Kmeans,0.049488,1
2,Kmeans,-0.125918,1
2,Kmeans,0.540295,0
2,Kmeans,0.184964,0
2,Kmeans,0.034614,1
2,Kmeans,0.579993,0
2,Kmeans,0.454189,0
2,Kmeans,0.32295,0
2,Kmeans,0.474384,0
2,Kmeans,0.249025,0
2,Kmeans,0.582844,0
2,Kmeans,0.378452,0
2,Kmeans,0.542603,0
2,Kmeans,0.466963,0
2,Kmeans,0.5331,0
2,Kmeans,0.013646,1
2,Kmeans,0.291314,0
2,Kmeans,0.51109,0
2,Kmeans,0.529832,0
2,Kmeans,0.317213,1
2,Kmeans,0.329103,1
2,Kmeans,0.024425,1
2,Kmeans,0.571061,0
2,Kmeans,0.26875,1
2,Kmeans,0.331749,1
2,Kmeans,0.04849,1
2,Kmeans,0.509785,0
2,Kmeans,0.22093,0
2,Kmeans,0.054429,1
2,Kmeans,0.042155,1
2,Kmeans,0.184677,0
2,Kmeans,0.524447,0
2,Kmeans,0.092997,1
2,Kmeans,0.449427,0
2,Kmeans,0.15296,1
2,Kmeans,0.327986,0
2,Kmeans,0.057316,1
2,Kmeans,0.563136,0
2,Kmeans,0.217664,0
2,Kmeans,0.224738,0
2,Kmeans,0.552854,0
2,Kmeans,0.439248,0
2,Kmeans,0.140449,1
2,Kmeans,0.305322,1
2,Kmeans,0.20117,1
2,Kmeans,0.535092,0
2,Kmeans,0.248633,0
2,Kmeans,0.269361,1
2,Kmeans,-0.051976,1
2,Kmeans,0.347865,1
2,Kmeans,0.544392,0
2,Kmeans,0.510519,0
2,Kmeans,0.236759,1
2,Kmeans,0.444287,0
2,Kmeans,0.25313,0
2,Kmeans,0.205184,0
2,Kmeans,0.225619,0
2,Kmeans,0.322798,1
2,Kmeans,0.426515,0
2,Kmeans,0.290676,1
2,Kmeans,0.554714,0
2,Kmeans,0.500495,0
2,Kmeans,0.444317,0
2,Kmeans,0.2726,0
2,Kmeans,0.200762,0
2,Kmeans,0.011802,1
2,Kmeans,0.046042,1
2,Kmeans,0.212957,0
2,Kmeans,0.198304,1
2,Kmeans,0.37954,0
2,Kmeans,0.526888,0
2,Kmeans,0.1869,1
2,Kmeans,0.561412,0
2,Kmeans,0.569825,0
2,Kmeans,0.551741,0
2,Kmeans,-0.082419,1
2,Kmeans,0.265482,0
2,Kmeans,0.474528,0
2,Kmeans,0.479289,0
2,Kmeans,-0.030794,1
2,Kmeans,0.259889,0
2,Kmeans,0.220798,0
2,Kmeans,0.331508,0
2,Kmeans,0.351102,0
2,Kmeans,0.215962,0
2,Kmeans,0.478095,0
2,Kmeans,0.203417,1
2,Kmeans,0.207566,0
2,Kmeans,0.273172,1
2,Kmeans,0.329593,0
2,Kmeans,0.36818,0
2,Kmeans,0.56523,0
2,Kmeans,0.564347,0
2,Kmeans,0.372256,0
2,Kmeans,0.227631,1
2,Kmeans,-0.041935,1
2,Kmeans,0.37487,0
2,Kmeans,0.474861,0
2,Kmeans,0.565697,0
2,Kmeans,0.45636,0
2,Kmeans,0.2136,1
2,Kmeans,0.449675,0
2,Kmeans,-0.206798,1
2,Kmeans,0.295038,0
2,Kmeans,0.310322,0
2,Kmeans,0.459571,0
2,Kmeans,-0.030112,1
2,Kmeans,0.481973,0
2,Kmeans,0.103999,1
2,Kmeans,0.190119,0
2,Kmeans,0.462517,0
2,Kmeans,0.564082,0
2,Kmeans,0.536042,0
2,Kmeans,0.427066,0
2,Kmeans,0.313318,1
2,Kmeans,-0.094176,1
2,Kmeans,0.388643,0
2,Kmeans,0.372373,0
2,Kmeans,-0.028232,1
2,Kmeans,0.451672,0
2,Kmeans,0.516314,0
2,Kmeans,0.515566,0
2,Kmeans,0.49288,0
2,Kmeans,0.570916,0
2,Kmeans,0.016028,1
2,Kmeans,0.379614,0
2,Kmeans,0.128705,1
2,Kmeans,0.304566,0
2,Kmeans,0.473652,0
2,Kmeans,0.542675,0
2,Kmeans,0.531352,0
2,Kmeans,0.519727,0
2,Kmeans,0.415546,0
2,Kmeans,0.295038,0
2,Kmeans,0.20715,1
2,Kmeans,0.280004,1
2,Kmeans,0.410856,0
2,Kmeans,0.190443,1
2,Kmeans,0.311003,1
2,Kmeans,0.545058,0
2,Kmeans,0.57258,0
2,Kmeans,0.386506,0
2,Kmeans,0.545058,0
2,Kmeans,0.378346,0
2,Kmeans,0.552566,0
2,Kmeans,0.461064,0
2,Kmeans,-0.1578,1
2,Kmeans,0.222732,0
2,Kmeans,0.233505,1
2,Kmeans,0.567724,0
2,Kmeans,0.54959,0
2,Kmeans,-0.063975,1
2,Kmeans,0.552181,0
2,Kmeans,0.552019,0
2,Kmeans,0.417859,0
2,Kmeans,0.517511,0
2,Kmeans,0.304976,1
2,Kmeans,0.424977,0
2,Kmeans,0.490607,0
2,Kmeans,0.49831,0
2,Kmeans,0.468778,0
2,Kmeans,0.577779,0
2,Kmeans,0.520328,0
2,Kmeans,0.142105,0
2,Kmeans,0.52754,0
2,Kmeans,0.555069,0
2,Kmeans,0.450322,0
2,Kmeans,0.13763,1
2,Kmeans,0.077052,1
2,Kmeans,0.29082,0
2,Kmeans,0.322778,0
2,Kmeans,0.370339,0
2,Kmeans,0.479274,0
2,Kmeans,0.30838,1
2,Kmeans,0.25208,0
2,Kmeans,0.116131,1
2,Kmeans,0.055699,1
2,Kmeans,0.291045,1
2,Kmeans,0.120089,1
2,Kmeans,-0.023494,1
2,Kmeans,0.148936,1
2,Kmeans,0.31748,0
2,Kmeans,0.10064,1
2,Kmeans,0.337827,0
2,Kmeans,0.470304,0
2,Kmeans,0.50759,0
2,Kmeans,0.4459,0
2,Kmeans,-0.092422,1
2,Kmeans,0.200935,1
2,Kmeans,0.51199,0
2,Kmeans,0.152732,1
2,Kmeans,-0.078347,1
2,Kmeans,0.033868,1
2,Kmeans,0.365158,0
2,Kmeans,0.016873,1
2,Kmeans,0.383551,0
2,Kmeans,0.21022,0
2,Kmeans,-0.074503,1
2,Kmeans,0.443718,0
2,Kmeans,0.013646,1
2,Kmeans,0.434553,0
2,Kmeans,0.529743,0
2,Kmeans,0.322521,0
2,Kmeans,0.485453,0
2,Kmeans,0.03823,1
2,Kmeans,0.486001,0
2,Kmeans,0.334305,0
2,Kmeans,0.583965,0
2,Kmeans,0.148152,1
2,Kmeans,0.307341,1
2,Kmeans,0.202419,1
2,Kmeans,0.378366,0
2,Kmeans,0.236535,0
2,Kmeans,0.374226,0
2,Kmeans,0.4699,0
2,Kmeans,0.525149,0
2,Kmeans,0.314597,1
2,Kmeans,0.432744,0
2,Kmeans,0.220798,0
2,Kmeans,0.200762,0
2,Kmeans,0.53545,0
2,Kmeans,0.550124,0
2,Kmeans,0.248008,1
2,Kmeans,0.50316,0
2,Kmeans,0.487249,0
2,Kmeans,0.317917,1
2,Kmeans,0.308098,0
2,Kmeans,0.222314,1
2,Kmeans,0.541455,0
2,Kmeans,0.579176,0
2,Kmeans,0.405077,0
2,Kmeans,0.553501,0
2,Kmeans,0.368618,0
2,Kmeans,-0.1787,1
2,Kmeans,0.214956,1
2,Kmeans,-0.024533,1
2,Kmeans,0.403411,0
2,Kmeans,0.10064,1
2,Kmeans,0.521214,0
2,Kmeans,0.315363,0
2,Kmeans,0.157389,0
2,Kmeans,-0.108693,1
2,Kmeans,0.281287,0
2,Kmeans,0.518598,0
2,Kmeans,0.525264,0
2,Kmeans,0.23086,1
2,Kmeans,0.570008,0
2,Kmeans,-0.067734,1
2,Kmeans,-0.160249,1
2,Kmeans,0.550615,0
2,Kmeans,0.417511,0
2,Kmeans,0.506839,0
2,Kmeans,0.195674,1
2,Kmeans,0.010197,1
2,Kmeans,0.105973,1
2,Kmeans,0.536134,0
2,Kmeans,0.587459,0
2,Kmeans,0.548637,0
2,Kmeans,0.408932,0
2,Kmeans,0.466771,0
2,Kmeans,0.137385,0
2,Kmeans,0.022019,1
2,Kmeans,-0.027946,1
2,Kmeans,0.511275,0
2,Kmeans,0.234658,1
2,Kmeans,0.31616,0
2,Kmeans,0.514654,0
2,Kmeans,0.582528,0
2,Kmeans,0.247876,0
2,Kmeans,0.229685,0
2,Kmeans,0.389477,0
2,Kmeans,0.005341,1
2,Kmeans,0.582331,0
2,Kmeans,0.434239,0
2,Kmeans,0.559575,0
2,Kmeans,0.507801,0
2,Kmeans,0.222949,0
2,Kmeans,0.013326,1
2,Kmeans,0.170261,0
2,Kmeans,0.28377,0
2,Kmeans,0.488991,0
2,Kmeans,0.230968,1
2,Kmeans,-0.071557,1
2,Kmeans,0.280463,0
2,Kmeans,0.184677,0
2,Kmeans,0.243602,0
2,Kmeans,0.271904,0
2,Kmeans,0.231479,0
2,Kmeans,0.559158,0
2,Kmeans,-0.146224,1
2,Kmeans,0.245839,1
2,Kmeans,0.367808,0
2,Kmeans,0.002024,1
2,Kmeans,0.077663,1
2,Kmeans,0.574671,0
2,Kmeans,0.582331,0
2,Kmeans,0.563798,0
2,Kmeans,0.510864,0
2,Kmeans,0.073574,1
2,Kmeans,0.176353,1
2,Kmeans,0.403287,0
2,Kmeans,0.226995,0
2,Kmeans,0.11075,1
2,Kmeans,-0.043672,1
2,Kmeans,0.076088,1
2,Kmeans,0.472096,0
2,Kmeans,0.51991,0
2,Kmeans,0.514331,0
2,Kmeans,0.195863,1
2,Kmeans,-0.0244,1
2,Kmeans,0.462179,0
2,Kmeans,0.328468,0
2,Kmeans,0.575737,0
2,Kmeans,0.484621,0
2,Kmeans,0.15215,1
2,Kmeans,0.562076,0
2,Kmeans,-0.063619,1
2,Kmeans,0.342476,1
2,Kmeans,-0.111255,1
2,Kmeans,0.284322,0
2,Kmeans,0.30106,1
2,Kmeans,-0.018597,1
2,Kmeans,-0.027308,1
2,Kmeans,0.247373,1
2,Kmeans,0.485609,0
2,Kmeans,0.572686,0
2,Kmeans,0.169383,0
2,Kmeans,0.570436,0
2,Kmeans,0.233805,1
2,Kmeans,0.378472,0
2,Kmeans,0.543108,0
2,Kmeans,0.307726,1
2,Kmeans,0.499559,0
2,Kmeans,0.37414,0
2,Kmeans,-0.101678,1
2,Kmeans,0.542675,0
2,Kmeans,0.263492,1
2,Kmeans,0.347905,0
2,Kmeans,-0.125303,1
2,Kmeans,0.388818,0
2,Kmeans,0.499559,0
2,Kmeans,0.330535,1
2,Kmeans,0.421858,0
2,Kmeans,0.428141,0
2,Kmeans,0.570324,0
2,Kmeans,0.426432,0
2,Kmeans,0.134315,1
2,Kmeans,0.252748,1
2,Kmeans,0.45218,0
2,Kmeans,0.289571,0
2,Kmeans,0.495791,0
2,Kmeans,0.210498,1
2,Kmeans,0.460912,0
2,Kmeans,0.13966,1
2,Kmeans,0.56343,0
2,Kmeans,0.307461,1
2,Kmeans,0.144003,1
2,Kmeans,0.577779,0
2,Kmeans,0.568424,0
2,Kmeans,0.235842,1
2,Kmeans,0.102944,1
2,Kmeans,0.212957,0
2,Kmeans,-0.165618,1
2,Kmeans,0.099133,1
2,Kmeans,0.462179,0
2,Kmeans,0.212532,0
2,Kmeans,0.502786,0
2,Kmeans,0.230408,0
2,Kmeans,0.2776,1
2,Kmeans,0.426432,0
2,Kmeans,0.012716,1
2,Kmeans,0.225152,0
2,Kmeans,0.264829,1
2,Kmeans,0.472623,0
2,Kmeans,0.329895,0
2,Kmeans,-0.043672,1
2,Kmeans,0.570243,0
2,Kmeans,-0.044817,1
2,Kmeans,0.581261,0
2,Kmeans,0.497047,0
2,Kmeans,0.315336,0
2,Kmeans,0.575435,0
2,Kmeans,0.176398,0
2,Kmeans,0.415756,0
2,Kmeans,0.495656,0
2,Kmeans,0.481267,0
2,Kmeans,0.173883,1
2,Kmeans,0.428451,0
2,Kmeans,0.053665,1
2,Kmeans,0.275147,1
2,Kmeans,0.471996,0
2,Kmeans,0.505348,0
2,Kmeans,0.124441,1
2,Kmeans,0.298475,0
2,Kmeans,-0.029587,1
2,Kmeans,0.375595,0
2,Kmeans,0.341881,0
2,Kmeans,0.418536,0
2,Kmeans,0.310337,1
2,Kmeans,0.311422,1
2,Kmeans,0.5331,0
2,Kmeans,0.36818,0
2,Kmeans,0.34213,1
2,Kmeans,0.351969,0
2,Kmeans,0.478288,0
2,Kmeans,0.174291,1
2,Kmeans,0.326459,0
2,Kmeans,0.350884,0
2,Kmeans,0.255845,1
2,Kmeans,0.277776,0
2,Kmeans,0.365529,1
2,Kmeans,0.399613,0
2,Kmeans,0.3559,1
2,Kmeans,0.523641,0
2,Kmeans,0.463977,0
2,Kmeans,0.462179,0
2,Kmeans,0.217557,1
2,Kmeans,0.185384,1
2,Kmeans,0.439637,0
2,Kmeans,0.585148,0
2,Kmeans,0.344287,1
2,Kmeans,0.47845,0
2,Kmeans,0.500495,0
2,Kmeans,0.241079,1
2,Kmeans,0.399635,0
2,Kmeans,0.532905,0
2,Kmeans,0.465315,0
2,Kmeans,0.017809,1
2,Kmeans,0.511574,0
2,Kmeans,0.497046,0
2,Kmeans,0.306469,1
2,Kmeans,-0.025016,1
2,Kmeans,0.007521,1
2,Kmeans,0.326335,0
2,Kmeans,0.289311,1
2,Kmeans,0.435302,0
2,Kmeans,0.531635,0
2,Kmeans,0.010896,1
2,Kmeans,0.334305,0
2,Kmeans,0.394634,0
2,Kmeans,0.150615,1
2,Kmeans,0.583765,0
2,Kmeans,0.140954,0
2,Kmeans,0.297992,1
2,Kmeans,0.402302,0
2,Kmeans,0.54234,0
2,Kmeans,0.127627,1
2,Kmeans,0.55015,0
2,Kmeans,-0.007253,1
2,Kmeans,0.544487,0
2,Kmeans,0.10649,1
2,Kmeans,0.303484,1
2,Kmeans,0.371676,0
2,Kmeans,0.15568,0
2,Kmeans,0.226995,0
2,Kmeans,-0.003096,1
2,Kmeans,0.146341,1
2,Kmeans,0.396932,0
2,Kmeans,0.082063,1
2,Kmeans,0.282182,1
2,Kmeans,0.425981,0
2,Kmeans,0.165317,0
2,Kmeans,0.552181,0
2,Kmeans,0.270733,0
2,Kmeans,0.025699,1
2,Kmeans,0.528236,0
2,Kmeans,0.367227,0
2,Kmeans,0.025786,1
2,Kmeans,0.524279,0
2,Kmeans,0.313446,1
2,Kmeans,0.3457,0
2,Kmeans,0.088418,1
2,Kmeans,0.503781,0
2,Kmeans,0.333761,0
2,Kmeans,0.398793,0
2,Kmeans,0.017982,1
2,Kmeans,0.335098,0
2,Kmeans,0.29587,1
2,Kmeans,0.262513,0
2,Kmeans,0.385843,0
2,Kmeans,0.416245,0
2,Kmeans,0.512756,0
2,Kmeans,0.31616,0
2,Kmeans,0.515258,0
2,Kmeans,0.507801,0
2,Kmeans,0.523805,0
2,Kmeans,0.198201,1
2,Kmeans,0.007521,1
2,Kmeans,0.554177,0
2,Kmeans,0.209535,1
2,Kmeans,0.151692,0
2,Kmeans,0.510924,0
