k,type,score,label
2,Kmeans,0.136873,1
2,Kmeans,0.273177,0
2,Kmeans,0.143075,1
2,Kmeans,0.261695,0
2,Kmeans,0.190793,1
2,Kmeans,0.063069,0
2,Kmeans,0.270866,1
2,Kmeans,0.292077,1
2,Kmeans,0.097151,0
2,Kmeans,0.337424,1
2,Kmeans,0.183671,1
2,Kmeans,0.018274,0
2,Kmeans,0.111886,1
2,Kmeans,0.113958,1
2,Kmeans,0.258386,1
2,Kmeans,0.12353,0
2,Kmeans,0.342601,1
2,Kmeans,0.218476,1
2,Kmeans,0.281774,1
2,Kmeans,0.409232,1
2,Kmeans,0.358196,1
2,Kmeans,0.374031,1
2,Kmeans,0.265659,1
2,Kmeans,-0.01378,0
2,Kmeans,0.241527,1
2,Kmeans,0.272584,0
2,Kmeans,0.370316,1
2,Kmeans,0.200192,0
2,Kmeans,0.144051,0
2,Kmeans,0.09274,0
2,Kmeans,0.199568,1
2,Kmeans,0.267278,0
2,Kmeans,0.289685,0
2,Kmeans,0.3332,1
2,Kmeans,0.281766,0
2,Kmeans,0.044011,0
2,Kmeans,0.152896,0
2,Kmeans,0.208478,0
2,Kmeans,0.129117,0
2,Kmeans,0.149245,0
2,Kmeans,0.36637,1
2,Kmeans,0.148084,1
2,Kmeans,0.10015,1
2,Kmeans,0.205518,0
2,Kmeans,0.061786,0
2,Kmeans,0.295943,0
2,Kmeans,0.059377,0
2,Kmeans,0.258067,0
2,Kmeans,0.167198,0
2,Kmeans,0.095122,0
2,Kmeans,0.163387,1
2,Kmeans,0.126305,0
2,Kmeans,0.317702,0
2,Kmeans,0.224519,0
2,Kmeans,0.193553,0
2,Kmeans,0.300686,1
2,Kmeans,0.180451,1
2,Kmeans,0.140258,0
2,Kmeans,0.193812,1
2,Kmeans,0.093589,0
2,Kmeans,0.282942,1
2,Kmeans,0.354824,1
2,Kmeans,0.379764,1
2,Kmeans,0.289559,0
2,Kmeans,0.264514,1
2,Kmeans,0.133702,1
2,Kmeans,0.276838,0
2,Kmeans,0.197182,0
2,Kmeans,0.198368,0
2,Kmeans,0.139087,0
2,Kmeans,0.120004,0
2,Kmeans,0.411106,1
2,Kmeans,0.198109,0
2,Kmeans,0.404034,1
2,Kmeans,0.406149,1
2,Kmeans,0.255677,0
2,Kmeans,-0.0018,0
2,Kmeans,0.350546,1
2,Kmeans,0.235901,1
2,Kmeans,0.211538,0
2,Kmeans,0.292007,1
2,Kmeans,0.207718,0
2,Kmeans,-0.00046,0
2,Kmeans,0.370623,1
2,Kmeans,0.180884,0
2,Kmeans,0.262737,1
2,Kmeans,0.388432,1
2,Kmeans,0.116541,1
2,Kmeans,0.146296,1
2,Kmeans,0.399062,1
2,Kmeans,0.241341,1
2,Kmeans,0.199241,1
2,Kmeans,0.114378,1
2,Kmeans,-0.069722,0
2,Kmeans,0.103036,0
2,Kmeans,0.228082,1
2,Kmeans,0.150418,0
2,Kmeans,0.245151,1
2,Kmeans,0.016776,0
2,Kmeans,0.097482,0
2,Kmeans,0.395151,1
2,Kmeans,0.397332,1
2,Kmeans,0.08478,0
2,Kmeans,0.05408,0
2,Kmeans,-0.004845,0
2,Kmeans,-0.009318,0
2,Kmeans,-0.012185,0
2,Kmeans,0.255778,1
2,Kmeans,0.184106,1
2,Kmeans,0.379078,1
2,Kmeans,0.391879,1
2,Kmeans,0.157127,1
2,Kmeans,0.310586,1
2,Kmeans,-0.011972,0
2,Kmeans,0.265403,1
2,Kmeans,0.290913,1
2,Kmeans,0.396041,1
2,Kmeans,0.30947,0
2,Kmeans,0.161035,0
2,Kmeans,0.378625,1
2,Kmeans,0.31593,0
2,Kmeans,0.258223,1
2,Kmeans,0.349728,1
2,Kmeans,0.127589,0
2,Kmeans,0.103587,1
2,Kmeans,0.113833,0
2,Kmeans,0.176391,1
2,Kmeans,0.35506,1
2,Kmeans,0.011538,0
2,Kmeans,-0.064212,0
2,Kmeans,0.187676,1
2,Kmeans,0.171633,1
2,Kmeans,0.30428,0
2,Kmeans,0.341685,1
2,Kmeans,0.290743,0
2,Kmeans,0.243774,1
2,Kmeans,0.183051,0
2,Kmeans,0.377888,1
2,Kmeans,0.346245,1
2,Kmeans,-0.030269,0
2,Kmeans,-0.002625,0
2,Kmeans,0.392394,1
2,Kmeans,0.031614,0
2,Kmeans,0.329845,1
2,Kmeans,0.358615,1
2,Kmeans,-0.003003,0
2,Kmeans,0.365548,1
2,Kmeans,0.084835,1
2,Kmeans,0.070475,0
2,Kmeans,0.131396,1
2,Kmeans,-0.004612,0
2,Kmeans,0.356972,1
2,Kmeans,0.356141,1
2,Kmeans,0.392356,1
2,Kmeans,0.220717,1
2,Kmeans,0.243707,1
2,Kmeans,0.260528,0
2,Kmeans,0.075186,0
2,Kmeans,0.094887,1
2,Kmeans,0.252948,1
2,Kmeans,0.405551,1
2,Kmeans,0.023915,0
2,Kmeans,0.081415,1
2,Kmeans,0.268857,1
2,Kmeans,0.268034,1
2,Kmeans,0.397223,1
2,Kmeans,0.059565,1
2,Kmeans,0.351104,1
2,Kmeans,0.034053,1
2,Kmeans,-0.06687,0
2,Kmeans,0.379441,1
2,Kmeans,0.368667,1
2,Kmeans,0.062607,0
2,Kmeans,0.391895,1
2,Kmeans,0.023187,0
2,Kmeans,0.224543,1
2,Kmeans,0.188452,1
2,Kmeans,0.063043,0
2,Kmeans,0.323429,1
2,Kmeans,-0.015933,0
2,Kmeans,-0.021255,0
2,Kmeans,0.14805,1
2,Kmeans,0.262703,1
2,Kmeans,0.352078,1
2,Kmeans,0.32334,1
2,Kmeans,0.305164,1
2,Kmeans,0.141392,0
2,Kmeans,0.210783,1
2,Kmeans,0.076635,1
2,Kmeans,0.203341,1
2,Kmeans,0.254048,1
2,Kmeans,-0.030602,0
2,Kmeans,0.32642,1
2,Kmeans,0.363255,1
2,Kmeans,0.404003,1
2,Kmeans,0.245969,1
2,Kmeans,0.131564,1
2,Kmeans,0.322872,0
2,Kmeans,0.024201,0
2,Kmeans,0.074588,0
2,Kmeans,0.286779,0
2,Kmeans,0.378013,1
2,Kmeans,0.112959,0
2,Kmeans,0.401616,1
2,Kmeans,0.338689,1
2,Kmeans,0.098133,1
2,Kmeans,0.07993,1
2,Kmeans,0.359214,1
2,Kmeans,0.159985,1
2,Kmeans,0.096889,1
2,Kmeans,0.301534,0
2,Kmeans,0.018762,0
2,Kmeans,0.35127,1
2,Kmeans,0.231643,0
2,Kmeans,0.072607,0
2,Kmeans,0.295916,1
2,Kmeans,0.333939,1
2,Kmeans,0.135063,0
2,Kmeans,0.17101,1
2,Kmeans,0.243107,0
2,Kmeans,0.379545,1
2,Kmeans,0.297071,0
2,Kmeans,0.067858,0
2,Kmeans,0.20859,1
2,Kmeans,0.065633,0
2,Kmeans,0.116077,1
2,Kmeans,0.129038,1
2,Kmeans,0.16488,1
2,Kmeans,0.182228,1
2,Kmeans,0.385673,1
2,Kmeans,0.098367,1
2,Kmeans,0.236316,1
2,Kmeans,0.02271,0
2,Kmeans,0.333029,0
2,Kmeans,0.012961,0
2,Kmeans,0.335524,1
2,Kmeans,0.350202,0
2,Kmeans,0.033427,0
2,Kmeans,0.216092,0
2,Kmeans,0.087586,0
2,Kmeans,0.295042,1
2,Kmeans,-0.024446,0
2,Kmeans,-0.015163,0
2,Kmeans,0.25136,1
2,Kmeans,0.310876,0
2,Kmeans,0.179579,1
2,Kmeans,0.149197,1
2,Kmeans,0.261707,1
2,Kmeans,0.153089,1
2,Kmeans,0.288102,1
2,Kmeans,0.125498,0
2,Kmeans,0.352358,1
2,Kmeans,0.171347,0
2,Kmeans,0.270405,1
2,Kmeans,0.18917,1
2,Kmeans,0.18577,1
2,Kmeans,0.393576,1
2,Kmeans,0.358863,1
2,Kmeans,0.192426,1
2,Kmeans,0.222801,1
2,Kmeans,0.346496,0
2,Kmeans,0.103587,1
2,Kmeans,0.118479,0
2,Kmeans,0.23517,0
2,Kmeans,0.115865,0
2,Kmeans,0.1088,1
2,Kmeans,0.156226,1
2,Kmeans,0.257449,1
2,Kmeans,0.246959,1
2,Kmeans,0.220151,0
2,Kmeans,0.286082,0
2,Kmeans,0.075817,0
2,Kmeans,0.405829,1
2,Kmeans,0.381194,1
2,Kmeans,0.204511,1
2,Kmeans,0.344639,1
2,Kmeans,0.146378,0
2,Kmeans,0.35343,1
2,Kmeans,0.184492,1
2,Kmeans,0.100773,0
2,Kmeans,0.151652,0
2,Kmeans,-0.028281,0
2,Kmeans,0.144627,1
2,Kmeans,0.290877,0
2,Kmeans,0.138063,1
2,Kmeans,0.196566,1
2,Kmeans,0.136759,0
2,Kmeans,0.361027,1
2,Kmeans,0.141014,1
2,Kmeans,0.40612,1
2,Kmeans,0.03289,0
2,Kmeans,0.201247,1
2,Kmeans,-0.026651,0
2,Kmeans,0.133764,1
2,Kmeans,0.258116,1
2,Kmeans,0.07616,0
2,Kmeans,0.190497,1
2,Kmeans,0.287319,0
2,Kmeans,0.236558,0
2,Kmeans,0.157794,0
2,Kmeans,0.134659,1
2,Kmeans,0.311136,1
2,Kmeans,0.340772,1
2,Kmeans,0.406218,1
2,Kmeans,0.258797,1
2,Kmeans,0.266145,0
2,Kmeans,0.316271,1
2,Kmeans,0.182894,1
2,Kmeans,0.123942,1
2,Kmeans,0.309731,1
2,Kmeans,0.101215,1
2,Kmeans,0.162902,0
2,Kmeans,0.288263,1
2,Kmeans,0.292994,1
2,Kmeans,0.16583,1
2,Kmeans,0.377624,1
2,Kmeans,0.242734,1
2,Kmeans,0.016227,0
2,Kmeans,-0.027322,0
2,Kmeans,0.172052,0
2,Kmeans,0.388697,1
2,Kmeans,-0.016072,0
2,Kmeans,0.158024,1
2,Kmeans,0.235193,0
2,Kmeans,0.335709,1
2,Kmeans,0.376776,1
2,Kmeans,0.322984,0
2,Kmeans,0.145732,0
2,Kmeans,0.158184,1
2,Kmeans,0.338519,1
2,Kmeans,0.163302,1
2,Kmeans,0.13686,1
2,Kmeans,0.137043,1
2,Kmeans,0.420949,1
2,Kmeans,0.238647,0
2,Kmeans,0.317059,1
2,Kmeans,0.397943,1
2,Kmeans,0.316619,1
2,Kmeans,0.190381,1
2,Kmeans,0.370331,1
2,Kmeans,0.369129,1
2,Kmeans,0.166759,0
2,Kmeans,-0.038262,0
2,Kmeans,0.265811,0
2,Kmeans,0.13211,1
2,Kmeans,0.308714,0
2,Kmeans,0.401616,1
2,Kmeans,-0.029723,0
2,Kmeans,0.234937,0
2,Kmeans,0.208109,0
2,Kmeans,0.193834,0
2,Kmeans,-0.032017,0
2,Kmeans,0.330554,1
2,Kmeans,0.33585,1
2,Kmeans,0.188121,0
2,Kmeans,0.324375,1
2,Kmeans,0.252571,1
2,Kmeans,0.32248,1
2,Kmeans,0.354003,1
2,Kmeans,0.26612,0
2,Kmeans,-0.019904,0
2,Kmeans,0.385759,1
2,Kmeans,0.082162,1
2,Kmeans,0.122066,1
2,Kmeans,0.037658,0
2,Kmeans,0.032343,0
2,Kmeans,0.112998,0
2,Kmeans,0.165589,1
2,Kmeans,-0.030011,0
2,Kmeans,0.115468,1
2,Kmeans,0.356319,1
2,Kmeans,0.225857,1
2,Kmeans,0.017047,0
2,Kmeans,0.094078,0
2,Kmeans,0.405549,1
2,Kmeans,0.305355,1
2,Kmeans,0.027514,0
2,Kmeans,-0.036323,0
2,Kmeans,0.266657,0
2,Kmeans,0.05804,0
2,Kmeans,0.349498,1
2,Kmeans,0.04539,1
2,Kmeans,0.153132,0
2,Kmeans,0.339053,1
2,Kmeans,0.262155,0
2,Kmeans,0.18631,1
2,Kmeans,0.085952,0
2,Kmeans,0.362201,1
2,Kmeans,0.331885,1
2,Kmeans,0.054775,0
2,Kmeans,-0.035389,0
2,Kmeans,0.258045,1
2,Kmeans,0.421237,1
2,Kmeans,0.291182,1
2,Kmeans,0.329894,1
2,Kmeans,0.335141,1
2,Kmeans,0.19005,1
2,Kmeans,0.253967,0
2,Kmeans,0.101399,0
2,Kmeans,0.093673,0
2,Kmeans,0.372332,1
2,Kmeans,0.146352,1
2,Kmeans,0.329133,1
2,Kmeans,0.048342,0
2,Kmeans,0.005891,0
2,Kmeans,0.097151,0
2,Kmeans,0.05414,0
2,Kmeans,0.137053,1
2,Kmeans,0.319601,1
2,Kmeans,0.237765,1
2,Kmeans,0.201593,1
2,Kmeans,0.065683,0
2,Kmeans,0.249325,0
2,Kmeans,0.292215,0
2,Kmeans,0.276724,1
2,Kmeans,0.082925,0
2,Kmeans,0.128435,1
2,Kmeans,0.333962,1
2,Kmeans,0.197693,1
2,Kmeans,0.382105,1
2,Kmeans,0.062389,0
2,Kmeans,0.284103,1
2,Kmeans,0.261393,1
2,Kmeans,0.167017,1
2,Kmeans,0.114049,1
2,Kmeans,0.275314,0
2,Kmeans,0.255896,0
2,Kmeans,0.09401,0
2,Kmeans,0.104968,0
2,Kmeans,0.190839,1
2,Kmeans,0.133655,1
2,Kmeans,0.179613,0
2,Kmeans,0.265824,0
2,Kmeans,0.357115,1
2,Kmeans,0.32714,1
2,Kmeans,0.254163,1
2,Kmeans,0.190121,1
2,Kmeans,0.073141,1
2,Kmeans,0.406582,1
2,Kmeans,0.287404,1
2,Kmeans,0.403454,1
2,Kmeans,0.123545,1
2,Kmeans,0.096292,0
2,Kmeans,0.132546,0
2,Kmeans,0.258686,1
2,Kmeans,0.101295,0
2,Kmeans,0.170063,1
2,Kmeans,0.109504,0
2,Kmeans,0.329263,1
2,Kmeans,0.34301,1
2,Kmeans,0.227935,1
2,Kmeans,0.384885,1
2,Kmeans,0.082387,1
2,Kmeans,0.412667,1
2,Kmeans,0.19443,0
2,Kmeans,0.355033,1
2,Kmeans,0.329184,1
2,Kmeans,0.291968,1
2,Kmeans,0.19079,0
2,Kmeans,0.062122,1
2,Kmeans,0.08514,0
2,Kmeans,0.045673,0
2,Kmeans,0.232065,1
2,Kmeans,0.16746,1
2,Kmeans,0.214053,0
2,Kmeans,0.277967,0
2,Kmeans,0.146691,1
2,Kmeans,-0.04854,0
2,Kmeans,0.312929,0
2,Kmeans,0.103236,0
2,Kmeans,0.216253,1
2,Kmeans,0.187482,0
2,Kmeans,0.006584,0
2,Kmeans,0.104471,1
2,Kmeans,0.082565,1
2,Kmeans,0.370316,1
2,Kmeans,0.281829,0
2,Kmeans,0.23433,0
2,Kmeans,0.375048,1
2,Kmeans,0.352358,1
2,Kmeans,0.114805,1
2,Kmeans,0.122333,1
2,Kmeans,0.086356,0
2,Kmeans,0.213178,1
2,Kmeans,0.299738,0
2,Kmeans,0.170973,1
2,Kmeans,0.085086,0
2,Kmeans,0.193812,1
2,Kmeans,0.3576,1
2,Kmeans,0.342739,1
2,Kmeans,0.299804,0
2,Kmeans,0.203706,1
2,Kmeans,0.1828,1
2,Kmeans,0.195602,1
2,Kmeans,0.140076,0
2,Kmeans,0.337545,1
2,Kmeans,0.040294,0
2,Kmeans,0.23247,0
2,Kmeans,0.327191,1
2,Kmeans,0.296367,1
2,Kmeans,0.353883,1
2,Kmeans,0.313103,1
2,Kmeans,0.258531,0
2,Kmeans,0.154778,0
2,Kmeans,0.279452,1
2,Kmeans,0.095861,0
2,Kmeans,0.324171,0
2,Kmeans,0.270352,1
2,Kmeans,0.192326,0
2,Kmeans,0.322886,0
2,Kmeans,0.275312,1
2,Kmeans,0.262732,1
2,Kmeans,0.059548,0
2,Kmeans,0.3027,1
2,Kmeans,0.401556,1
2,Kmeans,0.256851,1
2,Kmeans,0.171866,1
2,Kmeans,0.167523,1
2,Kmeans,0.308689,0
2,Kmeans,0.366795,1
2,Kmeans,0.259229,1
2,Kmeans,0.080693,0
2,Kmeans,0.328435,1
2,Kmeans,0.178941,1
2,Kmeans,0.292032,1
2,Kmeans,-0.028496,0
2,Kmeans,0.185799,0
2,Kmeans,0.023925,0
2,Kmeans,-0.042256,0
2,Kmeans,0.212113,1
2,Kmeans,0.240525,1
2,Kmeans,0.198176,1
2,Kmeans,0.12796,0
2,Kmeans,0.276836,0
2,Kmeans,0.142619,1
2,Kmeans,0.310948,1
2,Kmeans,0.17284,1
2,Kmeans,-0.047339,0
2,Kmeans,-0.00785,0
2,Kmeans,0.090709,0
2,Kmeans,0.187219,0
2,Kmeans,0.092915,0
2,Kmeans,0.38101,1
2,Kmeans,0.038538,0
2,Kmeans,0.104171,1
2,Kmeans,0.188535,0
2,Kmeans,0.405417,1
2,Kmeans,0.172863,0
2,Kmeans,0.291182,1
2,Kmeans,0.40519,1
2,Kmeans,0.391879,1
2,Kmeans,0.187078,1
2,Kmeans,-0.018557,0
2,Kmeans,0.348103,1
2,Kmeans,0.215296,0
2,Kmeans,0.313262,1
2,Kmeans,0.31885,0
2,Kmeans,0.362577,1
2,Kmeans,0.205565,1
2,Kmeans,0.032701,0
2,Kmeans,0.375784,1
2,Kmeans,0.044692,0
2,Kmeans,-0.061891,0
2,Kmeans,0.082128,0
2,Kmeans,0.323303,1
2,Kmeans,-0.015714,0
2,Kmeans,0.357681,1
2,Kmeans,0.340202,1
2,Kmeans,0.382619,1
2,Kmeans,0.373959,1
2,Kmeans,0.110114,1
2,Kmeans,0.300014,1
2,Kmeans,0.35579,1
2,Kmeans,0.319904,0
2,Kmeans,0.298383,0
2,Kmeans,0.160573,0
2,Kmeans,0.121617,0
2,Kmeans,0.079769,1
2,Kmeans,0.127859,1
2,Kmeans,0.326014,1
2,Kmeans,0.185974,0
2,Kmeans,0.241051,1
2,Kmeans,0.262488,1
2,Kmeans,0.227954,1
2,Kmeans,0.096385,1
2,Kmeans,0.314891,0
2,Kmeans,0.270861,0
2,Kmeans,0.120456,1
2,Kmeans,0.110136,0
2,Kmeans,0.097151,0
2,Kmeans,0.177264,1
2,Kmeans,0.173021,0
2,Kmeans,0.221953,1
2,Kmeans,0.28444,1
2,Kmeans,0.172153,1
2,Kmeans,0.331265,0
2,Kmeans,0.235453,0
2,Kmeans,0.120579,1
2,Kmeans,-0.043438,0
2,Kmeans,0.132295,0
2,Kmeans,0.25548,1
2,Kmeans,0.133702,1
2,Kmeans,0.312407,1
2,Kmeans,0.239822,0
2,Kmeans,0.219235,1
2,Kmeans,0.146948,1
2,Kmeans,0.066185,0
2,Kmeans,-0.025192,0
2,Kmeans,0.244947,1
2,Kmeans,0.092093,0
2,Kmeans,0.394279,1
2,Kmeans,0.162976,1
2,Kmeans,0.30878,1
2,Kmeans,0.271378,0
2,Kmeans,0.15309,0
2,Kmeans,0.261306,0
2,Kmeans,0.182574,0
2,Kmeans,0.202274,0
2,Kmeans,-0.052136,0
2,Kmeans,0.192847,1
2,Kmeans,0.375561,1
2,Kmeans,0.22527,1
2,Kmeans,0.308806,1
2,Kmeans,0.059621,0
2,Kmeans,-0.001534,0
2,Kmeans,0.275106,0
2,Kmeans,0.3054,1
2,Kmeans,0.085825,0
2,Kmeans,0.171995,1
2,Kmeans,0.130494,1
2,Kmeans,0.06702,0
2,Kmeans,0.256401,1
2,Kmeans,0.264964,1
2,Kmeans,0.326477,1
2,Kmeans,0.134228,0
2,Kmeans,0.068488,0
2,Kmeans,0.035943,0
2,Kmeans,0.214076,1
2,Kmeans,0.360151,1
2,Kmeans,0.192106,1
2,Kmeans,0.075634,0
2,Kmeans,0.346653,1
2,Kmeans,0.373028,1
2,Kmeans,0.157337,1
2,Kmeans,0.307025,1
2,Kmeans,0.200306,0
2,Kmeans,0.104968,0
2,Kmeans,0.361948,1
2,Kmeans,0.413099,1
2,Kmeans,0.370922,1
2,Kmeans,0.085457,1
2,Kmeans,-0.046012,0
2,Kmeans,0.276392,1
2,Kmeans,0.134433,1
2,Kmeans,0.142451,0
2,Kmeans,0.022225,0
2,Kmeans,0.100085,1
2,Kmeans,0.115436,1
2,Kmeans,0.354943,1
2,Kmeans,0.158765,0
2,Kmeans,0.045812,0
2,Kmeans,-0.070092,0
2,Kmeans,0.239448,1
2,Kmeans,0.260574,1
2,Kmeans,0.211113,0
2,Kmeans,0.125918,0
2,Kmeans,0.248336,1
2,Kmeans,0.092479,0
2,Kmeans,0.393803,1
2,Kmeans,0.334814,1
2,Kmeans,0.290935,0
2,Kmeans,0.307954,1
2,Kmeans,0.210449,0
2,Kmeans,0.097085,1
2,Kmeans,0.330051,0
2,Kmeans,0.15903,1
2,Kmeans,0.289196,1
2,Kmeans,0.109457,1
2,Kmeans,0.038814,0
2,Kmeans,0.27638,1
2,Kmeans,0.182328,1
2,Kmeans,0.067978,0
2,Kmeans,0.345717,1
2,Kmeans,0.246179,1
2,Kmeans,0.146581,0
2,Kmeans,0.101533,1
2,Kmeans,0.088719,0
2,Kmeans,0.313074,1
2,Kmeans,-0.027472,0
2,Kmeans,-0.077068,0
2,Kmeans,0.320322,1
2,Kmeans,0.380519,1
2,Kmeans,0.005766,0
2,Kmeans,0.160091,0
2,Kmeans,0.335521,1
2,Kmeans,0.131245,1
2,Kmeans,0.356598,1
2,Kmeans,0.139087,0
2,Kmeans,0.07743,0
2,Kmeans,0.339007,0
2,Kmeans,0.208369,1
2,Kmeans,0.404454,1
2,Kmeans,0.402996,1
2,Kmeans,-0.0106,0
2,Kmeans,0.244983,1
2,Kmeans,0.265626,0
2,Kmeans,0.394344,1
2,Kmeans,0.220239,1
2,Kmeans,0.172195,1
2,Kmeans,-0.060615,0
2,Kmeans,0.350868,1
2,Kmeans,0.325697,1
2,Kmeans,0.252277,0
2,Kmeans,0.090694,1
2,Kmeans,0.33176,1
2,Kmeans,0.159052,0
2,Kmeans,0.167447,0
2,Kmeans,0.180777,1
2,Kmeans,0.040406,0
2,Kmeans,0.135038,0
2,Kmeans,0.02445,0
2,Kmeans,0.163139,0
2,Kmeans,0.228365,1
2,Kmeans,0.073884,0
2,Kmeans,0.412361,1
2,Kmeans,0.339539,1
2,Kmeans,0.049398,1
2,Kmeans,-0.012346,0
2,Kmeans,0.232732,0
2,Kmeans,0.174973,1
2,Kmeans,0.031394,0
2,Kmeans,0.162511,1
2,Kmeans,0.067106,0
2,Kmeans,0.3629,1
2,Kmeans,0.216024,1
2,Kmeans,0.242224,1
2,Kmeans,0.205875,0
2,Kmeans,0.324764,1
2,Kmeans,0.302019,1
2,Kmeans,0.227434,0
2,Kmeans,-0.02894,0
2,Kmeans,0.325632,1
2,Kmeans,-0.004219,0
2,Kmeans,0.047777,0
2,Kmeans,0.258627,1
2,Kmeans,0.403292,1
2,Kmeans,-0.006819,0
2,Kmeans,0.1208,1
2,Kmeans,0.104176,1
2,Kmeans,0.405551,1
2,Kmeans,0.183703,1
2,Kmeans,0.13012,1
2,Kmeans,0.298725,1
2,Kmeans,0.142787,0
2,Kmeans,0.288211,0
2,Kmeans,0.026478,0
2,Kmeans,0.155265,0
2,Kmeans,0.241209,1
2,Kmeans,0.099404,1
2,Kmeans,0.085064,0
2,Kmeans,0.229109,0
2,Kmeans,0.054872,0
2,Kmeans,0.138707,1
2,Kmeans,0.265921,1
2,Kmeans,0.248631,1
2,Kmeans,0.393799,1
2,Kmeans,0.27339,0
2,Kmeans,0.285183,0
2,Kmeans,0.293038,0
2,Kmeans,0.013631,0
2,Kmeans,0.200547,1
2,Kmeans,0.359564,1
2,Kmeans,0.178747,1
2,Kmeans,0.329023,1
2,Kmeans,0.323767,1
2,Kmeans,0.238532,0
2,Kmeans,0.028654,0
2,Kmeans,0.334067,1
2,Kmeans,0.360729,1
2,Kmeans,0.385607,1
2,Kmeans,0.306197,1
2,Kmeans,0.317339,1
2,Kmeans,0.230726,1
2,Kmeans,-0.001727,0
2,Kmeans,0.123409,0
2,Kmeans,0.133574,1
2,Kmeans,0.153638,0
2,Kmeans,0.354728,1
2,Kmeans,-0.01384,0
2,Kmeans,0.239437,1
2,Kmeans,0.259999,0
2,Kmeans,0.387007,1
2,Kmeans,0.211362,1
2,Kmeans,0.100194,1
2,Kmeans,0.230317,1
2,Kmeans,0.265628,1
2,Kmeans,0.139939,0
2,Kmeans,0.331417,1
2,Kmeans,0.382909,1
2,Kmeans,0.305355,1
2,Kmeans,0.398711,1
2,Kmeans,0.338491,1
